,data_clean
1501,compare wait area downstairs lounge bit heaven lot red purple funny chair difficult sit food offer pretty sad sunday evening package cheese cracker yogurt warm tomato soup bar staff helpful drink free decent view tarmac corner international terminal traffic isn interesting reading matter people pay entry desperate bit quiet drink probably worth
1502,virgin atlantic clubhouse lhr big open space great seating table service bar deli area outdoor patio view airfield spa salon shower pool table business center video game
1503,drop bag porter great food service large tvs
1504,seat 35a good seat legroom remote impossible touch overhead
1505,good seat family year old son love awake
1506,far good seat basic economy
1507,great legroom seat hug wall oppose boe 747 seat large gap window seat wall allow extra comfort
1508,airline use overhead bin space emergency equipment overhead bin space seat
1509,great seat lot leg room space
1510,
1511,
1512,room row proximity galley bothersome specially plan sleep
1513,overhead bin oxygen tank leave space baggage
1514,feel small seat space hit cart
1515,aware oxygen tank overhead bin seat limited luggage space available
1516,great seat miss window oppose window
1517,business class seat plane great
1518,travel business class tell seat good
1519,seat good seat note overhead completely consume emergency equipment need storage space seat
1520,seat fine
1521,plenty leg room emergency exit bulk obsruct leg room
1522,close lavatory spacious area seat bothersome
1523,great seat economy premium difference row
1524,entertainment excellent
1525,choose fly bos jfk lhr bos lhr tired awful service boston
1526,private excellent seat mini business class cabin
1527,narrow seat new furbished cabin
1528,poor service entertainment good economy class
1529,travel infant seat great good legroom
1530,comfortable seat japan airline offer comfortable coach seat encounter
1531,friendly service seat normal recline like economy legroom stretch
1532,service food good
1533,little legroom business class cabin bad seat recline
1534,good economy seat good audio video equipment bad power point economy cla wifi present
1535,bad seat
1536,emergency exit door expansion way leg room uncomfortable
1537,seat great legroom flight attendant jump seat store carry seat overhead bin
1538,seat great expected leg room difference row
1539,good benefit seat class
1540,atr72 quieter q300 seat comfortable nsn akl flight hour
1541,good legroom food service good consideringthe fact flight hour minute
1542,tight leg space room pouch water bottle
1543,narrow space foot room row exit row
1544,exit seat set farther making row seat uncomfortable confining claustiphobic
1545,glad spend extra seat lot leg room awsome
1546,recline freely seat
1547,seat perfect quiet
1548,disturbance lavatory galley
1549,business economy class seat comfortable
1550,good comfortable seat economy passenger exit plane serve meal downside passenger big walk use bathroom use forward bath
1551,awful seat recline
1552,nice leg space confortable room large body
1553,great bulkhead seat comftrable
1554,good seat plane
1555,crew member nice free meal low price
1556,bulkhead seat space stretch leg seat
1557,great seat vear outside view close emergency exit
1558,world buget seat business class standard premium economy level passager recline seat room seat monitor screen false marketing business class seat absolute rubbish fly air canada spend hour trap world airline seat
1559,brutal seat extra leg room fact window long uncomfortable flight
1560,bad seat aplane space
1561,knee touch seat way upgrade seat extra cabin confortable main cabin imposible fly hour
1562,seat pretty tight pitch
1563,great seat
1564,plenty leg room leather seat
1565,good legroom universal power port quiet flight comfy seat work seat tvs work jerky flight attendant
1566,awesome seat
1567,flight business class düsseldorf madrid good leg space middle seat excellent service hot meal wine
1568,flight earlier economy class leg room bad service exist
1569,bad leg space
1570,good legroom a319 nice comfortable seat
1571,legroom seat 19f crew friendly helpful
1572,bad seat seat convertable coach business class
1573,configure coach seat uncomfortable push
1574,seat row window recline
1575,standard seat air vent crowded plane recommend
1576,plane old seat new
1577,like business class seat comfortable
1578,legroom wasn´t good good place sit
1579,unbelievably uncomfortable new configuration leg rom
1580,time emergency exit seat bad seat year travel
1581,club europe seat incredibly cramp nearly hour journey especially try eat seat
1582,window row
1583,fly venice paris 1h20 business difference whatsoever economy business inch leg room middle seat sell
1584,british airway middle seat table seat slightly wide average experiance struggle rival regional business cabin manageable 1h20
1585,special seat econonmy seat free seat middle
1586,
1587,excellent service good snack short flight
1588,aircraft good comfortable seat
1589,recliner comfortable business class seat
1590,good smooth flight quality meal seat hard
1591,fortunately pillow provide seat comfortable flight
1592,nightmare iberia business club configuration shame business economy proper ife bad seat cabin standard flight competition fly wide body aircraft decent seat
1593,nice leather seat large screen usb charger cool
1594,good seat lot space leg
1595,good legspace middle seat free bizz ticket
1596,exactly comfort people expect pretty decent seat short flight
